team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ground,ground_city,ground_country,match_date
West Indies,Bangladesh,269,131,3,10,away,away,West Indies,138.0,runs,Day,ICC Champions Trophy,Chris Gayle,West Indies,"The Rose Bowl, Southampton",Bangladesh,field first,Southampton,Northlands Road,England,2004-09-15
New Zealand,Australia,198,199,9,3,away,away,Australia,7.0,wickets,Day,ICC Champions Trophy,Andrew Symonds,Australia,"Kennington Oval, London",Australia,field first,The Oval,London,England,2004-09-16
England,Sri Lanka,251,95,7,5,home,away,England,49.0,runs,Day,ICC Champions Trophy,Andrew Flintoff,England,"The Rose Bowl, Southampton",Sri Lanka,field first,Southampton,Northlands Road,England,1996-01-01
South Africa,West Indies,246,249,6,5,away,away,West Indies,5.0,wickets,Day,ICC Champions Trophy,Ramnaresh Sarwan,West Indies,"Kennington Oval, London",West Indies,field first,The Oval,London,England,1996-01-01
India,Pakistan,200,201,10,7,away,away,Pakistan,3.0,wickets,Day,ICC Champions Trophy,Mohammad Yousuf,Pakistan,"Edgbaston, Birmingham",Pakistan,field first,Birmingham,Birmingham,England,2004-09-19
Australia,England,259,262,9,4,away,home,England,6.0,wickets,Day,ICC Champions Trophy,Michael Vaughan,England,"Edgbaston, Birmingham",England,field first,Birmingham,Birmingham,England,2004-09-21
Pakistan,West Indies,131,132,10,3,away,away,West Indies,7.0,wickets,Day,ICC Champions Trophy,Ramnaresh Sarwan,West Indies,"The Rose Bowl, Southampton",Pakistan,bat first,Southampton,Northlands Road,England,2004-09-22
England,West Indies,217,218,10,8,home,away,West Indies,2.0,wickets,Day,ICC Champions Trophy,Ian Bradshaw,West Indies,"Kennington Oval, London",West Indies,field first,The Oval,London,England,2004-09-25
Pakistan,Zimbabwe,292,148,7,10,home,away,Pakistan,144.0,runs,Day,Paktel Cup,Abdul Razzaq,Pakistan,Multan Cricket Stadium,Pakistan,bat first,Multan,Multan,Pakistan,2004-09-30
Zimbabwe,Pakistan,252,258,4,7,away,home,Pakistan,3.0,wickets,Day,Paktel Cup,Younis Khan,Pakistan,"Arbab Niaz Stadium, Peshawar",Pakistan,field first,Peshawar,Peshawar,Pakistan,2004-10-03
Sri Lanka,Pakistan,232,233,9,2,away,home,Pakistan,8.0,wickets,Day,Paktel Cup,Shoaib Malik,Pakistan,"National Stadium, Karachi",Sri Lanka,bat first,Karachi,Karachi,Pakistan,2004-10-06
Zimbabwe,Sri Lanka,104,108,10,3,away,away,Sri Lanka,7.0,wickets,Day,Paktel Cup,Farveez Maharoof,Sri Lanka,Rawalpindi Cricket Stadium,Sri Lanka,field first,Rawalpindi,Rawalpindi,Pakistan,2004-10-09
Sri Lanka,Pakistan,293,297,6,4,away,home,Pakistan,6.0,wickets,Day and night,Paktel Cup,Marvan Atapattu,Sri Lanka,"Gaddafi Stadium, Lahore",Pakistan,field first,Lahore,Lahore,Pakistan,2004-10-14
Sri Lanka,Pakistan,287,168,7,10,away,home,Sri Lanka,119.0,runs,Day and night,Paktel Cup,Kumar Sangakkara,Sri Lanka,"Gaddafi Stadium, Lahore",Pakistan,field first,Lahore,Lahore,Pakistan,2004-10-16
New Zealand,Bangladesh,224,86,10,10,away,home,New Zealand,138.0,runs,Day,New Zealand tour of Bangladesh,Chris Cairns,New Zealand,"MA Aziz Stadium, Chittagong",New Zealand,bat first,Chattogram,Chattogram,Bangladesh,2004-11-02
Bangladesh,New Zealand,146,148,10,7,home,away,New Zealand,3.0,wickets,Day and night,New Zealand tour of Bangladesh,Aftab Ahmed,Bangladesh,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,Dhaka,Dhaka,Bangladesh,2004-11-05
New Zealand,Bangladesh,250,167,7,7,away,home,New Zealand,83.0,runs,Day and night,New Zealand tour of Bangladesh,Scott Styris,New Zealand,"Bangabandhu National Stadium, Dhaka",New Zealand,bat first,Dhaka,Dhaka,Bangladesh,2004-11-07
India,Pakistan,292,293,6,4,home,away,Pakistan,6.0,wickets,Day and night,Pakistan tour of India,Salman Butt,Pakistan,"Eden Gardens, Kolkata",India,bat first,Kolkata,Kolkata,India,2004-11-13
Zimbabwe,England,195,197,10,5,home,away,England,5.0,wickets,Day,England tour of Zimbabwe,Ian Bell,England,Harare Sports Club,England,field first,Harare,Harare,Zimbabwe,2004-11-28
England,Zimbabwe,263,102,6,10,away,home,England,161.0,runs,Day,England tour of Zimbabwe,Kevin Pietersen,England,Harare Sports Club,England,bat first,Harare,Harare,Zimbabwe,2004-12-01
Zimbabwe,England,238,239,7,2,home,away,England,8.0,wickets,Day,England tour of Zimbabwe,Vikram Solanki,England,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,Bulawayo,Bulawayo,Zimbabwe,2004-12-04
Australia,New Zealand,246,247,9,6,home,away,New Zealand,4.0,wickets,Day and night,New Zealand tour of Australia,Hamish Marshall,New Zealand,"Docklands Stadium, Melbourne",New Zealand,field first,Melbourne (Docklands),Docklands,Australia,2004-12-05
England,Zimbabwe,261,187,6,10,away,home,England,74.0,runs,Day,England tour of Zimbabwe,Geraint Jones,England,"Queens Sports Club, Bulawayo",England,bat first,Bulawayo,Bulawayo,Zimbabwe,2004-12-05
Australia,New Zealand,261,244,7,10,home,away,Australia,17.0,runs,Day and night,New Zealand tour of Australia,Brad Hogg,Australia,Sydney Cricket Ground,Australia,bat first,Sydney,Moore Park,Australia,2004-12-08
India,Bangladesh,245,234,8,8,away,home,India,11.0,runs,Day,India tour of Bangladesh,Mohammad Kaif,India,"MA Aziz Stadium, Chittagong",Bangladesh,field first,Chattogram,Chattogram,Bangladesh,2004-12-23
Sri Lanka,New Zealand,141,144,10,3,away,home,New Zealand,7.0,wickets,Day,Sri Lanka tour of New Zealand,Stephen Fleming,New Zealand,"Eden Park, Auckland",New Zealand,field first,Auckland,Auckland,New Zealand,2004-12-26
Bangladesh,India,229,214,9,10,home,away,Bangladesh,15.0,runs,Day and night,India tour of Bangladesh,Mashrafe Mortaza,Bangladesh,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,Dhaka,Dhaka,Bangladesh,2004-12-26
India,Bangladesh,348,257,5,9,away,home,India,91.0,runs,Day and night,India tour of Bangladesh,Virender Sehwag,India,"Bangabandhu National Stadium, Dhaka",India,bat first,Dhaka,Dhaka,Bangladesh,2004-12-27
ICC World XI,Asia XI,344,232,8,10,away,away,ICC World XI,112.0,runs,Day and night,ICC World XI tour of Australia,Ricky Ponting,ICC World XI,Melbourne Cricket Ground,ICC World XI,bat first,Melbourne,Jolimont,Australia,2005-01-10
Australia,West Indies,301,185,4,10,home,away,Australia,116.0,runs,Day and night,VB Series,Brad Hogg,Australia,Melbourne Cricket Ground,Australia,bat first,Melbourne,Jolimont,Australia,2005-01-14
Pakistan,Australia,272,253,7,6,away,home,Australia,4.0,wickets,Day,VB Series,Michael Clarke,Australia,"Bellerive Oval, Hobart",Pakistan,bat first,Hobart,Bellerive,Australia,2005-01-16
West Indies,Pakistan,273,274,5,4,away,away,Pakistan,6.0,wickets,Day,VB Series,Kamran Akmal,Pakistan,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Pakistan,field first,Brisbane,Woolloongabba,Australia,2005-01-19
Zimbabwe,Bangladesh,251,229,8,10,away,home,Zimbabwe,22.0,runs,Day and night,Zimbabwe tour of Bangladesh,Douglas Hondo,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,Dhaka,Dhaka,Bangladesh,2005-01-20
Pakistan,Australia,163,167,10,1,away,home,Australia,9.0,wickets,Day and night,VB Series,Michael Clarke,Australia,Sydney Cricket Ground,Australia,field first,Sydney,Moore Park,Australia,2005-01-23
Zimbabwe,Bangladesh,237,206,5,10,away,home,Zimbabwe,31.0,runs,Day,Zimbabwe tour of Bangladesh,Barney Rogers,Zimbabwe,"MA Aziz Stadium, Chittagong",Zimbabwe,bat first,Chattogram,Chattogram,Bangladesh,2005-01-24
Bangladesh,Zimbabwe,244,204,9,10,home,away,Bangladesh,40.0,runs,Day,Zimbabwe tour of Bangladesh,Manzarul Islam,Bangladesh,"MA Aziz Stadium, Chittagong",Bangladesh,bat first,Chattogram,Chattogram,Bangladesh,2005-01-26
Australia,West Indies,269,196,8,10,home,away,Australia,73.0,runs,Day and night,VB Series,Brett Lee,Australia,Adelaide Oval,Australia,bat first,Adelaide,North Adelaide,Australia,2005-01-26
West Indies,Pakistan,339,281,4,9,away,away,West Indies,58.0,runs,Day,VB Series,Brian Lara,West Indies,Adelaide Oval,Pakistan,field first,Adelaide,North Adelaide,Australia,2005-01-28
Bangladesh,Zimbabwe,247,189,9,10,home,away,Bangladesh,58.0,runs,Day and night,Zimbabwe tour of Bangladesh,Manzarul Islam,Bangladesh,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,Dhaka,Dhaka,Bangladesh,2005-01-29
Australia,Pakistan,265,268,10,7,home,away,Pakistan,3.0,wickets,Day and night,VB Series,Abdul Razzaq,Pakistan,"Western Australia Cricket Association Ground, Perth",Australia,bat first,Perth,East Perth,Australia,2005-01-30
South Africa,England,175,103,9,3,home,away,England,26.0,runs,Day,England tour of South Africa,Michael Vaughan,England,"New Wanderers Stadium, Johannesburg",England,field first,Johannesburg,Johannesburg,South Africa,2005-01-30
Zimbabwe,Bangladesh,198,202,10,2,away,home,Bangladesh,8.0,wickets,Day,Zimbabwe tour of Bangladesh,Mohammad Rafique,Bangladesh,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,Dhaka,Dhaka,Bangladesh,2005-01-31
Pakistan,West Indies,307,277,8,10,away,away,Pakistan,30.0,runs,Day,VB Series,Mohammad Yousuf,Pakistan,"Western Australia Cricket Association Ground, Perth",West Indies,field first,Perth,East Perth,Australia,2005-02-01
England,South Africa,270,270,5,8,away,home,Match tied,35.52088452088452,runs,Day and night,England tour of South Africa,Kevin Pietersen,England,"Goodyear Park, Bloemfontein",South Africa,field first,Bloemfontein,Bloemfontein,South Africa,2005-02-02
Australia,Pakistan,237,219,10,9,home,away,Australia,18.0,runs,Day and night,VB Series,Andrew Symonds,Australia,Melbourne Cricket Ground,Australia,bat first,Melbourne,Jolimont,Australia,2005-02-04
England,South Africa,267,270,8,7,away,home,South Africa,3.0,wickets,Day and night,England tour of South Africa,Graeme Smith,South Africa,"St George's Park, Port Elizabeth",England,bat first,Port Elizabeth,Port Elizabeth,South Africa,2005-02-04
Australia,Pakistan,239,208,9,10,home,away,Australia,31.0,runs,Day and night,VB Series,Glenn McGrath,Australia,Sydney Cricket Ground,Australia,bat first,Sydney,Moore Park,Australia,2005-02-06
South Africa,England,291,183,5,10,home,away,South Africa,108.0,runs,Day,England tour of South Africa,Herschelle Gibbs,South Africa,"Newlands, Cape Town",England,field first,Cape Town,Cape Town,South Africa,2005-02-06
South Africa,England,311,304,7,8,home,away,South Africa,7.0,runs,Day and night,England tour of South Africa,Justin Kemp,South Africa,"Buffalo Park, East London",South Africa,bat first,East London,East London,South Africa,2005-02-09
England,South Africa,240,241,10,7,away,home,South Africa,3.0,wickets,Day,England tour of South Africa,Kevin Pietersen,England,"SuperSport Park, Centurion",South Africa,field first,Centurion,Centurion,South Africa,2005-02-13
Australia,New Zealand,236,226,7,10,away,home,Australia,10.0,runs,Day and night,Australia tour of New Zealand,Glenn McGrath,Australia,"Westpac Stadium, Wellington",Australia,bat first,Wellington,Wellington,New Zealand,2005-02-19
Australia,New Zealand,314,208,6,10,away,home,Australia,106.0,runs,Day and night,Australia tour of New Zealand,Matthew Hayden,Australia,"Jade Stadium, Christchurch",New Zealand,field first,Christchurch,Christchurch,New Zealand,2005-02-22
South Africa,Zimbabwe,301,136,7,10,home,away,South Africa,165.0,runs,Day and night,Zimbabwe tour of South Africa,Mark Boucher,South Africa,"New Wanderers Stadium, Johannesburg",Zimbabwe,field first,Johannesburg,Johannesburg,South Africa,2005-02-25
Australia,New Zealand,264,178,5,10,away,home,Australia,86.0,runs,Day and night,Australia tour of New Zealand,Michael Clarke,Australia,"Eden Park, Auckland",Australia,bat first,Auckland,Auckland,New Zealand,2005-02-26
South Africa,Zimbabwe,329,198,6,7,home,away,South Africa,131.0,runs,Day,Zimbabwe tour of South Africa,Graeme Smith,South Africa,"Kingsmead, Durban",Zimbabwe,field first,Durban,Durban,South Africa,2005-02-27
New Zealand,Australia,233,236,10,3,home,away,Australia,7.0,wickets,Day,Australia tour of New Zealand,Adam Gilchrist,Australia,"Basin Reserve, Wellington",Australia,field first,Wellington,Wellington,New Zealand,2005-03-01
Zimbabwe,South Africa,206,207,8,5,away,home,South Africa,5.0,wickets,Day and night,Zimbabwe tour of South Africa,Justin Kemp,South Africa,"St George's Park, Port Elizabeth",Zimbabwe,bat first,Port Elizabeth,Port Elizabeth,South Africa,2005-03-02
Australia,New Zealand,347,225,5,8,away,home,Australia,122.0,runs,Day,Australia tour of New Zealand,Ricky Ponting,Australia,"McLean Park, Napier",New Zealand,field first,Napier,Napier,New Zealand,2005-03-05
India,Pakistan,281,194,8,10,home,away,India,87.0,runs,Day,Pakistan tour of India,Virender Sehwag,India,"Nehru Stadium, Kochi",India,bat first,Kochi,Kaloor,India,2005-04-02
India,Pakistan,356,298,9,10,home,away,India,58.0,runs,Day,Pakistan tour of India,MS Dhoni,India,"Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium, Visakhapatnam",India,bat first,Visakhapatnam,Visakhapatnam,India,2005-04-05
Pakistan,India,319,213,9,10,away,home,Pakistan,106.0,runs,Day,Pakistan tour of India,Naved-ul-Hasan,Pakistan,"Keenan Stadium, Jamshedpur",Pakistan,bat first,Jamshedpur,Jamshedpur,India,2005-04-09
India,Pakistan,315,319,6,7,home,away,Pakistan,3.0,wickets,Day,Pakistan tour of India,Inzamam-ul-Haq,Pakistan,"Sardar Patel Stadium, Motera, Ahmedabad",India,bat first,Ahmedabad,Motera,India,2005-04-12
India,Pakistan,249,252,6,5,home,away,Pakistan,5.0,wickets,Day,Pakistan tour of India,Shahid Afridi,Pakistan,"Green Park, Kanpur",India,bat first,Kanpur,Civil Lines,India,2005-04-15
Pakistan,India,303,144,8,10,away,home,Pakistan,159.0,runs,Day,Pakistan tour of India,Shoaib Malik,Pakistan,"Feroz Shah Kotla, Delhi",Pakistan,bat first,Delhi,Delhi,India,2005-04-17
West Indies,South Africa,253,255,10,2,home,away,South Africa,8.0,wickets,Day,South Africa tour of West Indies,Graeme Smith,South Africa,"Sabina Park, Kingston, Jamaica",West Indies,bat first,Kingston,Kingston,West Indies,2005-05-07
West Indies,South Africa,152,124,7,2,home,away,South Africa,8.0,wickets,Day,South Africa tour of West Indies,Boeta Dippenaar,South Africa,"Sabina Park, Kingston, Jamaica",South Africa,field first,Kingston,Kingston,West Indies,2005-05-08
South Africa,West Indies,284,283,6,10,away,home,South Africa,1.0,run,Day,South Africa tour of West Indies,Charl Langeveldt,South Africa,"Kensington Oval, Bridgetown, Barbados",West Indies,field first,Bridgetown,Bridgetown,West Indies,2005-05-11
West Indies,South Africa,231,232,8,4,home,away,South Africa,6.0,wickets,Day,South Africa tour of West Indies,Ashwell Prince,South Africa,"Queen's Park Oval, Port of Spain, Trinidad",South Africa,field first,Port of Spain,Port of Spain,West Indies,2005-05-14
West Indies,South Africa,138,141,7,3,home,away,South Africa,7.0,wickets,Day,South Africa tour of West Indies,Boeta Dippenaar,South Africa,"Queen's Park Oval, Port of Spain, Trinidad",South Africa,field first,Port of Spain,Port of Spain,West Indies,2005-05-15
Pakistan,West Indies,192,133,10,10,away,home,Pakistan,59.0,runs,Day,Pakistan tour of West Indies,Abdul Razzaq,Pakistan,"Arnos Vale Ground, Kingstown, St Vincent",West Indies,field first,Kingstown,Arnos Vale,West Indies,2005-05-18
Pakistan,West Indies,258,218,8,10,away,home,Pakistan,40.0,runs,Day,Pakistan tour of West Indies,Shoaib Malik,Pakistan,"Beausejour Stadium, Gros Islet, St Lucia",Pakistan,bat first,Gros Islet,Gros Islet,West Indies,2005-05-21
Pakistan,West Indies,303,281,6,10,away,home,Pakistan,22.0,runs,Day,Pakistan tour of West Indies,Shahid Afridi,Pakistan,"Beausejour Stadium, Gros Islet, St Lucia",West Indies,field first,Gros Islet,Gros Islet,West Indies,2005-05-22
Bangladesh,England,190,192,10,0,away,home,England,10.0,wickets,Day,NatWest Series,Marcus Trescothick,England,"Kennington Oval, London",England,field first,The Oval,London,England,2005-06-16
Australia,Bangladesh,249,250,5,5,away,away,Bangladesh,5.0,wickets,Day,NatWest Series,Mohammad Ashraful,Bangladesh,"Sophia Gardens, Cardiff",Australia,bat first,Cardiff,Cardiff,Wales,2005-06-18
Australia,England,252,253,9,7,away,home,England,3.0,wickets,Day,NatWest Series,Kevin Pietersen,England,"County Ground, Bristol",Australia,bat first,Bristol,Bishopston,England,2005-06-19
England,Bangladesh,391,223,4,10,home,away,England,168.0,runs,Day and night,NatWest Series,Paul Collingwood,England,"Trent Bridge, Nottingham",England,bat first,Nottingham,Nottingham,England,2005-06-21
Australia,England,266,209,5,9,away,home,Australia,57.0,runs,Day and night,NatWest Series,Andrew Symonds,Australia,"Riverside Ground, Chester-le-Street",England,field first,Chester-le-Street,Chester-le-Street,England,2005-06-23
Bangladesh,Australia,139,140,10,0,away,away,Australia,10.0,wickets,Day,NatWest Series,Andrew Symonds,Australia,"Old Trafford, Manchester",Australia,field first,Manchester,Stretford,England,2005-06-25
Bangladesh,England,208,209,7,5,away,home,England,5.0,wickets,Day,NatWest Series,Andrew Strauss,England,"Headingley, Leeds",Bangladesh,bat first,Leeds,Leeds,England,2005-06-26
Bangladesh,Australia,250,254,8,4,away,away,Australia,6.0,wickets,Day,NatWest Series,Shahriar Nafees,Bangladesh,"St Lawrence Ground, Canterbury",Australia,field first,Canterbury,Canterbury,England,2005-06-30
Australia,England,196,196,10,9,away,home,Match tied,35.52088452088452,runs,Day,NatWest Series,Geraint Jones,England,"Lord's, London",England,field first,Lord's,St John's Wood Road,England,2005-07-02
Australia,England,219,221,7,1,away,home,England,9.0,wickets,Day,Australia tour of England and Scotland,Marcus Trescothick,England,"Headingley, Leeds",England,field first,Leeds,Leeds,England,2005-07-07
England,Australia,223,224,8,3,home,away,Australia,7.0,wickets,Day,Australia tour of England and Scotland,Brett Lee,Australia,"Lord's, London",Australia,field first,Lord's,St John's Wood Road,England,2005-07-10
England,Australia,228,229,7,2,home,away,Australia,8.0,wickets,Day,Australia tour of England and Scotland,Adam Gilchrist,Australia,"Kennington Oval, London",Australia,field first,The Oval,London,England,2005-07-12
India,Sri Lanka,205,209,9,7,away,home,Sri Lanka,3.0,wickets,Day and night,Indian Oil Cup,Sanath Jayasuriya,Sri Lanka,Rangiri Dambulla International Stadium,India,bat first,Dambulla,Dambulla,Sri Lanka,2005-07-30
West Indies,India,178,180,10,4,away,away,India,6.0,wickets,Day and night,Indian Oil Cup,Rahul Dravid,India,Rangiri Dambulla International Stadium,West Indies,bat first,Dambulla,Dambulla,Sri Lanka,2005-07-31
Sri Lanka,West Indies,241,191,6,10,home,away,Sri Lanka,50.0,runs,Day and night,Indian Oil Cup,Farveez Maharoof,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,bat first,Dambulla,Dambulla,Sri Lanka,2005-08-02
India,Sri Lanka,220,221,8,6,away,home,Sri Lanka,4.0,wickets,Day and night,Indian Oil Cup,Mahela Jayawardene,Sri Lanka,Rangiri Dambulla International Stadium,India,bat first,Dambulla,Dambulla,Sri Lanka,2005-08-03
West Indies,Sri Lanka,226,193,7,10,away,home,West Indies,33.0,runs,Day and night,Indian Oil Cup,Omari Banks,West Indies,"R Premadasa Stadium, Colombo",West Indies,bat first,Colombo (RPS),Khettarama,Sri Lanka,2005-08-06
India,West Indies,262,255,4,9,away,away,India,7.0,runs,Day and night,Indian Oil Cup,Yuvraj Singh,India,"R Premadasa Stadium, Colombo",India,bat first,Colombo (RPS),Khettarama,Sri Lanka,2005-08-07
Sri Lanka,India,281,263,9,9,home,away,Sri Lanka,18.0,runs,Day and night,Indian Oil Cup,Mahela Jayawardene,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,Colombo (RPS),Khettarama,Sri Lanka,2005-08-09
Africa XI,Asia XI,198,196,10,10,away,away,Africa XI,2.0,runs,Day and night,Africa XI tour of South Africa,Ashwell Prince,Africa XI,"SuperSport Park, Centurion",Asia XI,field first,Centurion,Centurion,South Africa,2005-08-17
